"CD_MUN","AREA_KM2","time_taken_min","adt_start"
"5105176",2778.986,0.089,2022-03-28 23:20:38
"5105176",2778.986,0.128,2022-03-28 23:20:43
"5105176",2778.986,0.104,2022-03-28 23:20:51
"5105176",2778.986,0.086,2022-03-28 23:20:57
"5105176",2778.986,0.086,2022-03-28 23:21:02
"1701903",2778.451,0.151,2022-03-28 23:21:07
"1701903",2778.451,0.143,2022-03-28 23:21:16
"1701903",2778.451,0.166,2022-03-28 23:21:34
"1701903",2778.451,0.645,2022-03-28 23:21:44
"1701903",2778.451,0.292,2022-03-28 23:22:23
"1701903",2778.451,0.182,2022-03-28 23:22:40
"1701903",2778.451,0.202,2022-03-28 23:22:51
"1701903",2778.451,0.179,2022-03-28 23:23:03
"1701903",2778.451,0.411,2022-03-28 23:23:14
"1701903",2778.451,0.147,2022-03-28 23:23:39
"1701903",2778.451,0.14,2022-03-28 23:23:48
"1701903",2778.451,0.139,2022-03-28 23:23:56
"1701903",2778.451,0.231,2022-03-28 23:24:05
"1701903",2778.451,0.178,2022-03-28 23:24:18
"1701903",2778.451,0.363,2022-03-28 23:24:29
"1701903",2778.451,0.367,2022-03-28 23:24:52
"1701903",2778.451,0.15,2022-03-28 23:25:15
"1701903",2778.451,0.15,2022-03-28 23:25:24
"1701903",2778.451,0.149,2022-03-28 23:25:33
"1701903",2778.451,0.171,2022-03-28 23:25:42
"1701903",2778.451,0.269,2022-03-28 23:25:52
"1701903",2778.451,0.293,2022-03-28 23:26:08
"1701903",2778.451,1.07,2022-03-28 23:26:26
"1701903",2778.451,0.227,2022-03-28 23:27:30
"1701903",2778.451,0.17,2022-03-28 23:27:44
"1701903",2778.451,0.201,2022-03-28 23:27:54
"1701903",2778.451,0.192,2022-03-28 23:28:06
"1701903",2778.451,0.41,2022-03-28 23:28:18
"1701903",2778.451,0.186,2022-03-28 23:28:42
"1701903",2778.451,0.175,2022-03-28 23:28:53
"1701903",2778.451,0.189,2022-03-28 23:29:04
"1701903",2778.451,0.281,2022-03-28 23:29:15
"1701903",2778.451,0.183,2022-03-28 23:29:32
"1701903",2778.451,0.181,2022-03-28 23:29:43
"1701903",2778.451,0.196,2022-03-28 23:29:54
"1701903",2778.451,0.524,2022-03-28 23:30:06
"5106653",2736.619,0.156,2022-03-28 23:30:37
"5106653",2736.619,0.138,2022-03-28 23:30:47
"5106653",2736.619,0.137,2022-03-28 23:30:55
"5106653",2736.619,0.137,2022-03-28 23:31:03
"5106653",2736.619,0.138,2022-03-28 23:31:12
"5106653",2736.619,0.138,2022-03-28 23:31:20
"5106653",2736.619,0.125,2022-03-28 23:31:28
"5106653",2736.619,0.129,2022-03-28 23:31:36
"5106653",2736.619,0.82,2022-03-28 23:31:43
"5106653",2736.619,0.164,2022-03-28 23:32:33
"5106653",2736.619,0.189,2022-03-28 23:32:43
"5106653",2736.619,0.126,2022-03-28 23:32:54
"5106653",2736.619,0.133,2022-03-28 23:33:02
"5106653",2736.619,0.18,2022-03-28 23:33:10
"5106653",2736.619,0.182,2022-03-28 23:33:20
"5106653",2736.619,0.203,2022-03-28 23:33:31
"5106653",2736.619,0.133,2022-03-28 23:33:43
"5106653",2736.619,0.133,2022-03-28 23:33:51
"5106653",2736.619,0.137,2022-03-28 23:34:00
"5106653",2736.619,0.129,2022-03-28 23:34:08
"5106653",2736.619,0.146,2022-03-28 23:34:15
"5106653",2736.619,0.227,2022-03-28 23:34:24
"5106653",2736.619,0.204,2022-03-28 23:34:38
"5106653",2736.619,0.164,2022-03-28 23:34:50
"5106653",2736.619,0.625,2022-03-28 23:35:00
"5106653",2736.619,0.233,2022-03-28 23:35:38
"5106653",2736.619,0.151,2022-03-28 23:35:52
"5106653",2736.619,0.153,2022-03-28 23:36:01
"5106653",2736.619,0.162,2022-03-28 23:36:10
"5106653",2736.619,0.152,2022-03-28 23:36:20
"5106653",2736.619,0.165,2022-03-28 23:36:29
"5106653",2736.619,0.131,2022-03-28 23:36:39
"5106653",2736.619,0.139,2022-03-28 23:36:47
"5106653",2736.619,0.139,2022-03-28 23:36:55
"5106653",2736.619,0.14,2022-03-28 23:37:04
"5106653",2736.619,0.137,2022-03-28 23:37:12
"5105200",2720.481,0.754,2022-03-28 23:37:20
"5105200",2720.481,0.72,2022-03-28 23:38:06
"5105200",2720.481,0.683,2022-03-28 23:38:49
"5105200",2720.481,0.508,2022-03-28 23:39:30
"5105200",2720.481,0.789,2022-03-28 23:40:01
"5105200",2720.481,0.887,2022-03-28 23:40:48
"5105200",2720.481,0.468,2022-03-28 23:41:42
"5105200",2720.481,0.748,2022-03-28 23:42:10
"5105200",2720.481,0.653,2022-03-28 23:42:55
"5105200",2720.481,0.398,2022-03-28 23:43:50
"5105200",2720.481,0.546,2022-03-28 23:44:21
"5105200",2720.481,2.038,2022-03-28 23:44:54
"5105200",2720.481,0.798,2022-03-28 23:46:56
"5105200",2720.481,1.197,2022-03-28 23:47:44
"5105200",2720.481,1.719,2022-03-28 23:48:57
"5105200",2720.481,1.268,2022-03-28 23:50:40
"5105200",2720.481,0.804,2022-03-28 23:51:57
"5105200",2720.481,1.177,2022-03-28 23:52:45
"5105200",2720.481,0.493,2022-03-28 23:53:56
"5105200",2720.481,0.901,2022-03-28 23:54:26
"5105200",2720.481,0.736,2022-03-28 23:55:20
"5105200",2720.481,0.574,2022-03-28 23:56:04
"5105200",2720.481,0.613,2022-03-28 23:56:39
"5105200",2720.481,0.995,2022-03-28 23:57:17
"5105200",2720.481,1.04,2022-03-28 23:58:16
"5105200",2720.481,1.074,2022-03-28 23:59:19
"5105200",2720.481,0.761,2022-03-29 00:00:25
"5105200",2720.481,0.88,2022-03-29 00:01:10
"5105200",2720.481,3.847,2022-03-29 00:02:04
"5105200",2720.481,2.312,2022-03-29 00:06:01
"5105200",2720.481,1.142,2022-03-29 00:08:21
"5105200",2720.481,2.872,2022-03-29 00:09:30
"5105200",2720.481,1.709,2022-03-29 00:12:24
